"PC1" "PC2" "PC3" "Population" "Superpopulation"
"HG01063" 29.5805878002641 36.3654050613262 23.479239399616 "PUR" "AMR"
"HG01064" -6.8424529245356 57.9135341408253 27.4799950925167 "PUR" "AMR"
"HG01066" -29.3235675814892 70.1988148204606 29.954055183493 "PUR" "AMR"
"HG01067" -26.6417453521252 67.6070225650035 31.3179066181672 "PUR" "AMR"
"HG01069" -26.3460581646989 65.5652502407846 31.5729514448904 "PUR" "AMR"
"HG01070" -32.2967728747068 70.4254607507257 33.606324221982 "PUR" "AMR"
"HG01072" -26.9162749773647 67.1555700241494 35.0495824806691 "PUR" "AMR"
"HG01073" -26.462710799376 66.2760493243785 31.312137829948 "PUR" "AMR"
"HG01075" -21.5298827050175 77.295746302819 23.1176617833962 "PUR" "AMR"
"HG01077" -6.548981806042 44.8631454008502 33.0822255642095 "PUR" "AMR"
"HG01079" -11.0649928542328 55.9241798385134 27.5946682594716 "PUR" "AMR"
"HG01080" -28.7205198699195 57.351014305167 38.1147337670345 "PUR" "AMR"
"HG01082" -1.96119628276571 50.6161048278159 28.9774891780147 "PUR" "AMR"
"HG01083" -23.9140989539694 63.270921259404 33.0959435283385 "PUR" "AMR"
"HG01085" -17.3609911361689 64.0972414904666 27.7455196654723 "PUR" "AMR"
"HG01086" -17.6160377280508 54.2491636422149 33.4688273264386 "PUR" "AMR"
"HG01088" -7.38171398761863 58.4061647669877 24.5415503803069 "PUR" "AMR"
"HG01089" -13.4541429693851 57.2638422737663 29.0511975514856 "PUR" "AMR"
"HG01092" 9.38726080863207 48.6217472804766 25.3620006594175 "PUR" "AMR"
"HG01094" -14.8401843789809 62.2050948089309 27.6729646245054 "PUR" "AMR"
"HG01095" -19.360983349142 64.5032717944157 29.4796743691859 "PUR" "AMR"
"HG01097" -24.2562423930053 63.3182784285857 32.0354016255489 "PUR" "AMR"
"HG01098" -23.444247189072 66.4252765277347 31.5456730942531 "PUR" "AMR"
"HG01101" -12.5112160946316 56.154285908245 34.280658471706 "PUR" "AMR"
"HG01102" -8.76030944008271 60.9835294502278 29.970488769573 "PUR" "AMR"
"HG01104" -24.4582252517231 65.9313242646173 28.4495900467186 "PUR" "AMR"
"HG01105" -25.0636768342299 75.2718741665458 28.0052538505494 "PUR" "AMR"
"HG01107" 3.47459735446085 52.2762383952371 28.3675875832675 "PUR" "AMR"
"HG01108" 90.8775192850384 8.21195704816535 14.5971031980208 "PUR" "AMR"
"HG01110" -17.1022833752101 59.9506635935583 30.1006837379508 "PUR" "AMR"
"HG01111" -20.0241766168198 62.9595816114892 33.4882672245399 "PUR" "AMR"
"HG01112" -35.5082926859673 85.5763682472445 25.5014245930425 "CLM" "AMR"
"HG01113" -49.6920398838547 55.5813981965801 45.126177284135 "CLM" "AMR"
"HG01119" -39.0920822201924 77.0350052361232 31.0798112969714 "CLM" "AMR"
"HG01121" -42.0295585610859 48.6458162440718 46.0170991807421 "CLM" "AMR"
"HG01122" -33.5544442333597 57.6513085735958 40.9844886164033 "CLM" "AMR"
"HG01124" -20.2650983443431 39.9713051403402 43.1979850278163 "CLM" "AMR"
"HG01125" -30.1334644874914 48.8964233788946 40.4393808255353 "CLM" "AMR"
"HG01130" -35.523249720415 56.3885435665825 41.9239907332905 "CLM" "AMR"
"HG01131" -37.235364984972 53.3332432507509 41.5399919492176 "CLM" "AMR"
"HG01133" -38.6431393954993 73.0034989714778 35.675605684975 "CLM" "AMR"
"HG01134" -21.8721684588669 50.1521085668837 38.7264157815215 "CLM" "AMR"
"HG01136" -31.486757546994 49.653830402159 45.7964750469567 "CLM" "AMR"
"HG01137" -47.6411112802001 46.8518561776473 50.3397703061401 "CLM" "AMR"
"HG01139" -14.4554226158352 35.2709127720524 43.7845459954335 "CLM" "AMR"
"HG01140" -41.3517032116176 54.7029004237361 43.4437912379218 "CLM" "AMR"
"HG01142" -14.700300820595 24.7162854731735 50.1498003707991 "CLM" "AMR"
"HG01148" -38.1012123584829 57.9325883089179 41.7117788595659 "CLM" "AMR"
"HG01149" -35.3239785443346 24.2921543031771 56.5541802456624 "CLM" "AMR"
"HG01161" -7.0978245230353 51.816065613917 32.4390574315199 "PUR" "AMR"
"HG01162" -22.6098289624087 62.7318722954533 33.5617780194175 "PUR" "AMR"
"HG01164" -20.69120983875 70.2219559126886 29.6587411616273 "PUR" "AMR"
"HG01167" 3.73888415162024 48.7787735689991 29.2379811362341 "PUR" "AMR"
"HG01168" -32.7835660600963 82.1778139133823 19.3693628142584 "PUR" "AMR"
"HG01170" -18.2085423197396 59.6057609727945 32.7457307690171 "PUR" "AMR"
"HG01171" -5.27907394377528 53.8421644326541 29.5179756767987 "PUR" "AMR"
"HG01173" -24.9757771402536 79.2957354244028 23.6306704430411 "PUR" "AMR"
"HG01174" -28.8826716673594 71.2436828388384 27.58392510139 "PUR" "AMR"
"HG01176" -25.6715599858046 64.7547859646972 33.3913642442364 "PUR" "AMR"
"HG01177" -28.5452966916103 60.5992399423564 35.2573331983428 "PUR" "AMR"
"HG01182" -14.4746103961016 58.6442009553214 30.6857665732699 "PUR" "AMR"
"HG01183" -19.274098834762 60.8177744751326 32.4733374613061 "PUR" "AMR"
"HG01187" -12.12826557533 42.0424030567544 40.3889536183784 "PUR" "AMR"
"HG01188" -3.86442024161597 39.5278484680789 35.4067976094867 "PUR" "AMR"
"HG01190" -15.0293217859486 46.5411042289612 37.471928342452 "PUR" "AMR"
"HG01191" -25.8242622023379 60.1654661442541 36.4257332989964 "PUR" "AMR"
"HG01197" -30.6658359750111 69.7272836004159 32.7741632626396 "PUR" "AMR"
"HG01198" -5.33880704281654 52.3387277718218 30.7954666560644 "PUR" "AMR"
"HG01200" -30.3041795571913 78.9658639078404 27.0251791528751 "PUR" "AMR"
"HG01204" -20.7163797682605 63.6351495961401 27.6829117668663 "PUR" "AMR"
"HG01205" -18.7006225804887 65.7457824922804 28.2370656390039 "PUR" "AMR"
"HG01241" 98.4925066456931 2.64806066347374 13.4862988466537 "PUR" "AMR"
"HG01242" 63.9188044191335 26.212146375857 13.4421081718553 "PUR" "AMR"
"HG01247" -4.59653244489143 48.316323722564 32.4157038515835 "PUR" "AMR"
"HG01248" -18.1223538333992 66.0059965491144 26.0468213804734 "PUR" "AMR"
"HG01250" -35.6157625764237 44.6323556993188 45.6014388818691 "CLM" "AMR"
"HG01251" -44.6991732510975 59.0169953381431 44.3088967158016 "CLM" "AMR"
"HG01253" -38.2397723743821 60.1608101937126 39.0582406081388 "CLM" "AMR"
"HG01254" -15.4296883889997 34.9619987017642 42.2125215749559 "CLM" "AMR"
"HG01256" -44.0279208091203 72.1314729169259 37.881888227422 "CLM" "AMR"
"HG01257" -47.1144761583797 56.5605805520708 47.3807516670167 "CLM" "AMR"
"HG01259" -37.0394623586807 74.8388563864314 31.8091574039508 "CLM" "AMR"
"HG01260" -24.324164714334 39.3534113788972 45.2292139378423 "CLM" "AMR"
"HG01269" -34.3333349664305 53.4797234342684 44.7179603126959 "CLM" "AMR"
"HG01271" -33.3647135358739 52.3809919314464 42.0922069738979 "CLM" "AMR"
"HG01272" -15.0698192388521 34.5243513536068 42.9539400898387 "CLM" "AMR"
"HG01275" -37.3858541898317 88.9005507629003 23.5684807613769 "CLM" "AMR"
"HG01277" -50.3930997439232 47.7268658658742 52.6802680989305 "CLM" "AMR"
"HG01280" -44.1450849638369 57.8370773334386 48.8278630023364 "CLM" "AMR"
"HG01281" -42.7418564442478 57.6863137796489 43.6258734959532 "CLM" "AMR"
"HG01284" -32.4132401353397 59.4425789624554 37.7991461389387 "CLM" "AMR"
"HG01286" 5.50149143612016 49.3801332101985 30.0564721162469 "PUR" "AMR"
"HG01302" -21.710845264346 56.7041467228964 32.47550515504 "PUR" "AMR"
"HG01303" -22.6799306839269 54.4779180346028 32.6958260694021 "PUR" "AMR"
"HG01305" -12.6720141290888 54.334929513268 33.2146288199474 "PUR" "AMR"
"HG01308" 1.98827622501204 48.2053931673867 30.5076422316352 "PUR" "AMR"
"HG01311" -21.4734108239046 71.0831756324766 25.3071135189122 "PUR" "AMR"
"HG01312" -14.7835110324751 61.9091563699427 29.0349184641634 "PUR" "AMR"
"HG01323" -19.1708878639733 61.3245645608755 33.3387460445921 "PUR" "AMR"
"HG01325" -13.6082089092604 66.998565087205 26.1518056350132 "PUR" "AMR"
"HG01326" -24.0092827572726 60.251763914177 36.9214555585598 "PUR" "AMR"
"HG01334" -40.711682739039 95.3238907870143 21.1125182894168 "GBR" "EUR"
"HG01341" -63.2841286136387 17.5823962558046 74.1604839960122 "CLM" "AMR"
"HG01342" 23.3454317458235 24.8895209556156 34.9666828072094 "CLM" "AMR"
"HG01344" -48.8124665214838 38.9556153432108 57.0716339557917 "CLM" "AMR"
"HG01345" -36.177564524311 57.6248472128038 39.0285169115177 "CLM" "AMR"
"HG01348" -45.1822856849522 39.594064763704 53.4384882530426 "CLM" "AMR"
"HG01350" -38.443269661826 36.630233828702 53.2266932325064 "CLM" "AMR"
"HG01351" -46.3910702142007 56.9978364551776 46.5714958524952 "CLM" "AMR"
"HG01353" -39.7224846680381 66.5808072297287 35.0717075458105 "CLM" "AMR"
"HG01354" -37.7304408291059 71.8359801754183 35.8291984440994 "CLM" "AMR"
"HG01356" -39.8085038251505 50.3435507295496 46.3764938635288 "CLM" "AMR"
"HG01357" -47.7722538209639 53.288584578859 49.2052879535414 "CLM" "AMR"
"HG01359" -38.6914557555528 56.7899247480888 42.2131024907235 "CLM" "AMR"
"HG01360" -33.7174878042461 54.716848693767 39.2501467370624 "CLM" "AMR"
"HG01362" -23.8810756655018 49.0229306237695 38.9713749258559 "CLM" "AMR"
"HG01363" -17.928984509676 33.1452575788354 47.1125179469687 "CLM" "AMR"
"HG01365" -20.6996773819378 42.5089298627987 42.0602581790496 "CLM" "AMR"
"HG01366" -27.2452346497533 49.1149258995061 43.9675938791886 "CLM" "AMR"
"HG01369" -34.3285595074524 15.4242339524393 64.2526656270502 "CLM" "AMR"
"HG01372" -42.0428665908542 50.1540836794891 50.5307194935329 "CLM" "AMR"
"HG01374" -44.5610368543842 59.5354969951017 45.2585391537541 "CLM" "AMR"
"HG01375" -23.2019184921488 38.9991000592757 46.9229663397423 "CLM" "AMR"
"HG01377" -30.7248788666323 43.6415043746262 45.1648537863207 "CLM" "AMR"
"HG01378" -45.5659980660046 40.5526676895111 56.0981352285654 "CLM" "AMR"
"HG01383" -40.5998713855729 62.119415099219 43.4621994902285 "CLM" "AMR"
"HG01384" -36.5261938669999 57.9975083786501 40.2205635233091 "CLM" "AMR"
"HG01389" -32.8129657114751 71.6131134875509 32.2228374297248 "CLM" "AMR"
"HG01390" 7.24363850920802 23.7555340074285 41.2780805789648 "CLM" "AMR"
"HG01392" -11.2832719739874 50.3255645332194 33.0389625566869 "PUR" "AMR"
"HG01393" -1.63927413307121 50.6748480383626 29.214005150096 "PUR" "AMR"
"HG01395" -26.4855154752914 70.1698235256049 31.383285148082 "PUR" "AMR"
"HG01396" -11.0537045370242 49.8562594320884 31.6888300506885 "PUR" "AMR"
"HG01398" -8.28550887085537 54.9633322017146 31.638128474351 "PUR" "AMR"
"HG01402" -12.8956008783499 50.383256718795 33.7899825679505 "PUR" "AMR"
"HG01403" -9.93226263554958 52.0095405865701 31.6681993555809 "PUR" "AMR"
"HG01405" -19.2980510701406 66.8872479554507 28.0254524164467 "PUR" "AMR"
"HG01412" -28.5538521034264 58.7265515335663 40.6330329580531 "PUR" "AMR"
"HG01413" -18.4928084718267 54.0201202308345 37.2157559002708 "PUR" "AMR"
"HG01414" -16.3630110567889 55.932946367504 31.5441452041007 "PUR" "AMR"
"HG01431" -27.1231188829911 47.016974362782 44.933708217475 "CLM" "AMR"
"HG01432" -43.3240202289524 58.8266377812111 43.0876036907039 "CLM" "AMR"
"HG01435" -52.2260302321489 22.0060335900724 64.1171967471962 "CLM" "AMR"
"HG01437" -38.8710090349711 76.1302362046253 32.6264675718585 "CLM" "AMR"
"HG01438" -35.5086858119585 88.6966409704655 22.6521118926455 "CLM" "AMR"
"HG01440" -12.8252471261889 45.6008785234777 38.578901614414 "CLM" "AMR"
"HG01441" -52.2910513788801 37.2425222287674 55.1559363751243 "CLM" "AMR"
"HG01443" -53.2783795719197 18.0563520830567 70.8190537971121 "CLM" "AMR"
"HG01444" -30.5490037718335 44.6019583939382 44.1927439055956 "CLM" "AMR"
"HG01447" -34.7651430525161 52.4563061957467 39.4676731750097 "CLM" "AMR"
"HG01455" -48.3914500727622 38.6470797856151 57.5464354793129 "CLM" "AMR"
"HG01456" -44.4267660774144 37.690171202517 54.5138304839402 "CLM" "AMR"
"HG01459" -49.353150742665 39.7057416839812 56.4234859071586 "CLM" "AMR"
"HG01461" -17.7363484752072 26.2359598693252 49.6613004500326 "CLM" "AMR"
"HG01462" 7.26746054951933 17.9571823358291 41.0188644849784 "CLM" "AMR"
"HG01464" -11.9849150814682 31.609277220558 46.4117713166709 "CLM" "AMR"
"HG01465" -41.0893537837727 69.1038095654897 37.7612881770967 "CLM" "AMR"
"HG01468" -41.154425568972 67.8933561015956 36.971037251782 "CLM" "AMR"
"HG01474" -38.838409533637 76.1473575704124 34.5093127047843 "CLM" "AMR"
"HG01479" -37.7914863462376 75.710748728939 33.7542961875934 "CLM" "AMR"
"HG01485" 22.8774681059561 16.4781209527617 37.2407002254815 "CLM" "AMR"
"HG01486" -45.4980033244586 44.7004500453456 52.5824863678249 "CLM" "AMR"
"HG01488" -11.43876032614 59.3754827649726 28.190987387098 "CLM" "AMR"
"HG01489" -38.7128107873229 75.9724603668433 29.7543961186319 "CLM" "AMR"
"HG01491" -39.751067448723 73.3670523145736 34.3530481885656 "CLM" "AMR"
"HG01492" -40.8147862184959 65.2286860409298 39.019541729875 "CLM" "AMR"
"HG01494" -36.9449272763283 26.7409138728151 55.1137488675076 "CLM" "AMR"
"HG01495" -28.7839708310561 29.1068302144402 52.7624006357474 "CLM" "AMR"
"HG01497" -45.1248823322211 42.9310313417416 52.840781239409 "CLM" "AMR"
"HG01498" -42.6630256681452 45.3800869429809 50.800805396178 "CLM" "AMR"
"HG01500" -32.6288489901127 92.2017179887875 19.9614498657489 "IBS" "EUR"
"HG01501" -30.295629590886 91.2095697761379 19.0863951878298 "IBS" "EUR"
"HG01503" -35.2808339963604 94.5728019777027 19.9882397982385 "IBS" "EUR"
"HG01504" -34.9480582241645 92.2794355841328 21.1849936969856 "IBS" "EUR"
"HG01506" -33.386741158845 93.6028870287516 18.1682412082788 "IBS" "EUR"
"HG01507" -33.7544986846225 94.3707873429232 19.6952523233962 "IBS" "EUR"
"HG01509" -31.4724529229161 93.1156397825758 20.1755859521851 "IBS" "EUR"
"HG01510" -35.39819530891 95.4908444640651 19.8428466834138 "IBS" "EUR"
"HG01512" -35.6717581918612 95.1873248084782 20.0746121438817 "IBS" "EUR"
"HG01513" -33.8757670147752 96.8403792345565 22.5281413707268 "IBS" "EUR"
"HG01515" -38.3486487754167 97.5263044821847 24.8367820842474 "IBS" "EUR"
"HG01516" -37.0548843350078 98.7965285770818 25.5749362021868 "IBS" "EUR"
"HG01518" -38.4157574309501 97.7728781197998 25.0247861099858 "IBS" "EUR"
"HG01519" -37.8132385842505 97.5692857463486 24.7492342493176 "IBS" "EUR"
"HG01521" -38.7402193893975 98.9878137104861 24.5452661125406 "IBS" "EUR"
"HG01522" -38.148532016035 96.9366789436144 24.6875091080042 "IBS" "EUR"
"HG01524" -34.1768588119686 94.1660833863205 21.6047483318761 "IBS" "EUR"
"HG01525" -35.1910981176712 92.7953861935183 20.6934054531309 "IBS" "EUR"
"HG01527" -28.8906239632417 92.525996066249 20.0497419208248 "IBS" "EUR"
"HG01528" -32.7228527761487 94.6475026064338 19.7830247297001 "IBS" "EUR"
"HG01530" -32.7385262511009 92.508730882599 19.2527801506456 "IBS" "EUR"
"HG01531" -32.5866076718071 92.6734918432024 18.8879758143303 "IBS" "EUR"
"HG01536" -33.488769541463 93.0864164928912 22.866979614873 "IBS" "EUR"
"HG01537" -35.8000869647604 94.646212264474 19.8650789033953 "IBS" "EUR"
"HG01550" -34.2556713158201 59.4581966845308 39.4638572951407 "CLM" "AMR"
"HG01551" 31.0969624942464 16.2390476223563 34.1974080393829 "CLM" "AMR"
"HG01556" -5.44998218070686 22.9243078233259 43.2869564277508 "CLM" "AMR"
"HG01565" -66.9657174922032 2.57388345839907 84.9460274956179 "PEL" "AMR"
"HG01566" -55.8003496134793 31.5848567760648 62.4531947776541 "PEL" "AMR"
"HG01571" -68.1496246834278 8.99148812498973 84.6805458647807 "PEL" "AMR"
"HG01572" -81.269693282409 -26.0182096629712 112.988328253032 "PEL" "AMR"
"HG01577" -43.3840109494941 30.3130577991221 58.2996021806451 "PEL" "AMR"
"HG01578" -62.8724475488424 15.0520726050605 78.1670215211992 "PEL" "AMR"
"HG01583" -47.8252623374928 42.8580106586886 -53.9576259302341 "PJL" "SAS"
"HG01586" -47.9552127566657 43.0424142905118 -49.606883454684 "PJL" "SAS"
"HG01589" -46.4787714430424 43.0520395171613 -50.9426745551467 "PJL" "SAS"
"HG01593" -44.4430993598275 49.3475643334074 -49.0190269427198 "PJL" "SAS"
"HG01595" -89.744655806999 -111.484706586454 3.86555801698683 "KHV" "EAS"
"HG01596" -88.7825308190295 -106.692181276215 2.43436128689319 "KHV" "EAS"
"HG01597" -89.1192714669386 -111.196477948712 2.36648962396063 "KHV" "EAS"
"HG01598" -89.7273256523968 -109.665081501062 4.00431444471927 "KHV" "EAS"
"HG01599" -89.9443019954207 -108.800803588623 1.88379611335283 "KHV" "EAS"
"HG01600" -89.2818436157782 -113.27541731721 2.8196168568568 "KHV" "EAS"
"HG01602" -33.341431788607 91.9844610106499 19.5899801856685 "IBS" "EUR"
"HG01603" -33.0402300933885 92.8538095094311 19.6462779008262 "IBS" "EUR"
"HG01605" -36.4690453488447 93.9314241167713 20.9083485180611 "IBS" "EUR"
"HG01606" -35.769373882771 94.6920960732761 21.1214609614279 "IBS" "EUR"
"HG01607" -33.7993684360266 93.4174411121881 20.3558222348595 "IBS" "EUR"
"HG01608" -32.9018862303317 93.9581801069949 20.7288672143499 "IBS" "EUR"
"HG01610" -32.0441824402637 93.7622261960265 20.335714267715 "IBS" "EUR"
"HG01612" -32.821626924245 94.0907608516897 19.747489205538 "IBS" "EUR"
"HG01613" -35.0698009546921 95.5328315818467 18.8676951006089 "IBS" "EUR"
"HG01615" -35.8899662218192 94.8853899837242 17.8814705679343 "IBS" "EUR"
"HG01617" -34.6703273327927 93.1633819825268 20.8451892849238 "IBS" "EUR"
"HG01618" -34.2338714138465 91.6367475431386 22.1879961439781 "IBS" "EUR"
"HG01619" -34.5469872250106 93.8326721981162 18.7980768448956 "IBS" "EUR"
"HG01620" -34.0193253709684 93.0620689453822 20.6389486008881 "IBS" "EUR"
"HG01623" -32.0736229692259 93.2592730200526 21.1275086155716 "IBS" "EUR"
"HG01624" -33.4491495787528 92.1398725167846 20.9372938228455 "IBS" "EUR"
"HG01625" -35.9235701004619 93.9695159042475 22.9754784141347 "IBS" "EUR"
"HG01626" -31.5531191346346 90.8082575925265 17.0129920095146 "IBS" "EUR"
"HG01628" -23.2849375882921 88.5323220903807 16.6528776124735 "IBS" "EUR"
"HG01630" -26.75524045717 90.130404503694 17.8122391149271 "IBS" "EUR"
"HG01631" -35.7411479709675 96.2431762393554 19.2958022580354 "IBS" "EUR"
"HG01632" -34.4041640407534 93.7007951776286 19.9688106932168 "IBS" "EUR"
"HG01668" -29.8882988733974 88.7649388257125 18.0649397120172 "IBS" "EUR"
"HG01669" -26.4749019599331 88.9873613951906 20.8296811727681 "IBS" "EUR"
"HG01670" -35.042421573071 95.5997371689374 18.0883979816922 "IBS" "EUR"
"HG01672" -34.7125970972976 94.719050589112 20.3559833223391 "IBS" "EUR"
"HG01673" -35.1690687369584 97.540122787879 19.3509637724171 "IBS" "EUR"
"HG01675" -35.9048811746251 96.9986438551241 19.807314459546 "IBS" "EUR"
"HG01676" -35.1489135463171 97.2077568284665 23.6765584399706 "IBS" "EUR"
"HG01678" -35.4433836703552 94.5177370276954 18.8502770994684 "IBS" "EUR"
"HG01679" -32.8970596686895 95.1915020051369 20.6475083941181 "IBS" "EUR"
"HG01680" -32.6291395183476 94.8397823037042 23.1670407969595 "IBS" "EUR"
"HG01682" -36.1402894633036 97.1160117618679 21.5018794409738 "IBS" "EUR"
"HG01684" -37.2108370812932 96.0271602231026 20.7643877076888 "IBS" "EUR"
"HG01685" -30.486693762697 93.379785397325 20.4494829014253 "IBS" "EUR"
"HG01686" -32.7869841609702 94.4586246678524 18.9951935546486 "IBS" "EUR"
"HG01694" -26.055202850196 90.0686593692518 18.6835255050118 "IBS" "EUR"
"HG01695" -27.08815758542 89.2579382860712 18.2699038561061 "IBS" "EUR"
"HG01697" -32.1679942173623 91.80893924266 20.0538435229221 "IBS" "EUR"
"HG01699" -31.6013646693789 92.5905085772917 18.0640732505863 "IBS" "EUR"
"HG01700" -39.0911343525599 97.4932463606971 23.1332515266508 "IBS" "EUR"
"HG01702" -37.8377346248345 97.7044545657506 24.127757013515 "IBS" "EUR"
"HG01704" -31.4009095471335 91.9210239369224 19.813687909577 "IBS" "EUR"
"HG01705" -32.3665320297392 92.7824440087242 19.9854708434551 "IBS" "EUR"
"HG01707" -32.4776045481684 93.8668313910942 20.4172343192382 "IBS" "EUR"
"HG01708" -33.6221240010111 91.9683299245266 17.0021750031107 "IBS" "EUR"
"HG01709" -32.4476707625395 92.415716270253 19.9612017879743 "IBS" "EUR"
"HG01710" -33.6565395683846 95.188396965806 18.1531362879432 "IBS" "EUR"
"HG01746" -34.0472230343615 95.0719482900105 21.8130168556397 "IBS" "EUR"
"HG01747" -35.0088719962717 95.6989633602723 19.0097436732075 "IBS" "EUR"
"HG01756" -34.2076298319965 92.5283864056212 19.5073838890257 "IBS" "EUR"
"HG01757" -32.5130281746923 92.049088342161 17.4751629959309 "IBS" "EUR"
"HG01761" -36.6871029570306 96.1286215661698 18.4449562915336 "IBS" "EUR"
"HG01762" -35.5039249351041 95.2063175732899 17.4925233175271 "IBS" "EUR"
"HG01765" -34.2897109457364 95.7522353199066 20.2828462749378 "IBS" "EUR"
"HG01766" -31.2498279103453 94.0012644848688 19.0663375824073 "IBS" "EUR"
"HG01767" -32.3047861853724 95.9960659823759 19.0179487165131 "IBS" "EUR"
"HG01768" -31.6887389607369 92.8314115038919 20.4352648259885 "IBS" "EUR"
"HG01770" -32.6570326238192 94.3395712420738 21.7171005423994 "IBS" "EUR"
"HG01771" -36.7594219491142 97.2538136208813 21.2937325006579 "IBS" "EUR"
"HG01773" -35.0502986433901 95.1690057500404 20.2086664300622 "IBS" "EUR"
"HG01775" -36.2949161242551 97.4080394844927 21.3791530906492 "IBS" "EUR"
"HG01776" -37.4523211635712 93.587701284204 20.4676919486654 "IBS" "EUR"
"HG01777" -36.8580773921757 92.9635307683871 19.4507881412958 "IBS" "EUR"
"HG01779" -34.3838915611983 95.038644176678 20.3954119158187 "IBS" "EUR"
"HG01781" -35.2627696399192 96.1935000025038 20.6082149006645 "IBS" "EUR"
