"PC1" "PC2" "PC3" "Population" "Superpopulation"
"HG03271" 167.754923216182 -27.0724220445756 -0.0572591051424962 "ESN" "AFR"
"HG03279" 165.866113840509 -27.2802985919092 -1.37391990630878 "ESN" "AFR"
"HG03280" 170.660802391725 -27.6949395669065 0.761601076861791 "ESN" "AFR"
"HG03291" 167.003429003788 -28.1211250300228 -0.551579881816384 "ESN" "AFR"
"HG03294" 169.345914864267 -27.2360762597784 0.0283584182316957 "ESN" "AFR"
"HG03295" 169.601416140567 -27.7270643577754 0.92134831744889 "ESN" "AFR"
"HG03297" 168.819557365473 -26.3117214477447 0.0638209166770563 "ESN" "AFR"
"HG03298" 169.541634005123 -26.8387587050059 -1.76483375780242 "ESN" "AFR"
"HG03300" 167.266545602284 -27.0432115207993 0.26077173990073 "ESN" "AFR"
"HG03301" 170.425427016008 -28.3204943729862 -1.7470576766933 "ESN" "AFR"
"HG03303" 168.618314693806 -27.6884481051092 -0.597172111965057 "ESN" "AFR"
"HG03304" 168.53571963865 -26.7951433145592 0.247932742017018 "ESN" "AFR"
"HG03311" 171.141710165737 -26.9857802288654 -1.74871535596991 "ESN" "AFR"
"HG03313" 168.461143242391 -28.1511060892445 -0.515561738650249 "ESN" "AFR"
"HG03342" 167.890029406023 -28.4128518527702 -0.784381106017676 "ESN" "AFR"
"HG03343" 169.291450555529 -27.6681788781398 -1.41053939269118 "ESN" "AFR"
"HG03351" 170.157877389443 -28.7876957080541 0.0882766146328514 "ESN" "AFR"
"HG03352" 169.746885080881 -27.1940650817857 -1.14454462288676 "ESN" "AFR"
"HG03354" 170.024548615516 -28.0709854719112 0.656630993861914 "ESN" "AFR"
"HG03363" 169.408142907982 -27.5629708153295 0.664308992888144 "ESN" "AFR"
"HG03366" 169.797122355236 -28.5105911727478 -0.371748770982663 "ESN" "AFR"
"HG03367" 171.318331100698 -27.6313704510684 0.0576405969408372 "ESN" "AFR"
"HG03369" 167.225034734676 -28.1520734944719 -1.07887955885049 "ESN" "AFR"
"HG03370" 169.408134446668 -28.3690444245124 -0.821703731629324 "ESN" "AFR"
"HG03372" 169.92460701398 -28.4387798813867 -1.23161025743087 "ESN" "AFR"
"HG03376" 167.191442968031 -26.3556629626536 0.854423451201955 "MSL" "AFR"
"HG03378" 169.714279188003 -26.6436889918926 -1.63555772747076 "MSL" "AFR"
"HG03380" 167.587631872731 -24.6873963548671 -0.835051270895029 "MSL" "AFR"
"HG03382" 165.699505954909 -26.5263578283932 -0.118739844205327 "MSL" "AFR"
"HG03385" 169.104722400663 -26.6965944592644 1.67513593411854 "MSL" "AFR"
"HG03388" 168.270773444187 -26.9037442588192 -0.673116608576173 "MSL" "AFR"
"HG03391" 168.350612310765 -27.0997763964637 -1.39848268122901 "MSL" "AFR"
"HG03394" 169.528762243197 -26.6909971971109 -0.620179530025725 "MSL" "AFR"
"HG03397" 168.99840806767 -26.5037557188779 0.267246140004658 "MSL" "AFR"
"HG03401" 167.366204762682 -27.2019063913568 -0.819023245068306 "MSL" "AFR"
"HG03410" 165.710430312908 -26.9134464696716 -1.8314214305056 "MSL" "AFR"
"HG03419" 166.051576205822 -26.8265882076218 -0.732756013738986 "MSL" "AFR"
"HG03428" 166.993963837133 -27.8608650050527 0.621432247242976 "MSL" "AFR"
"HG03432" 166.20482757334 -26.4988255212188 -2.46653672911005 "MSL" "AFR"
"HG03433" 167.466846232151 -26.6211015713496 -0.851353566441791 "MSL" "AFR"
"HG03436" 167.505662914973 -27.007417120743 1.11258017773801 "MSL" "AFR"
"HG03437" 167.494378691277 -26.9739198591054 1.01606838633629 "MSL" "AFR"
"HG03439" 168.319825420128 -28.0828619814986 -1.39036837444031 "MSL" "AFR"
"HG03442" 168.105227923003 -26.1275217932804 -0.0745481971801392 "MSL" "AFR"
"HG03445" 167.503010242612 -25.7720057747872 0.106519285600472 "MSL" "AFR"
"HG03446" 166.619945197323 -27.3394088946506 1.59746442163786 "MSL" "AFR"
"HG03449" 169.262787733979 -28.2249588335123 -0.026993937642622 "MSL" "AFR"
"HG03451" 168.0189429415 -26.5113826444041 1.03991251777876 "MSL" "AFR"
"HG03452" 169.635181925659 -27.7969897714653 -0.779433932956066 "MSL" "AFR"
"HG03455" 168.016494112691 -27.8199613296445 0.522880796629368 "MSL" "AFR"
"HG03457" 169.302990376302 -26.9580069248285 0.827716780940128 "MSL" "AFR"
"HG03458" 168.388419924235 -27.6728840585598 -2.31384043930228 "MSL" "AFR"
"HG03460" 168.289343822498 -27.5941983368838 -0.0905337304632283 "MSL" "AFR"
"HG03461" 167.78481771677 -27.0527571147069 -1.46819397113095 "MSL" "AFR"
"HG03464" 170.113753398084 -28.0394130256762 0.00537996488913215 "MSL" "AFR"
"HG03469" 167.88349033241 -25.6449030825796 -2.44591906698226 "MSL" "AFR"
"HG03470" 167.973806720757 -28.4253136596053 -1.31458417354638 "MSL" "AFR"
"HG03472" 167.820270172915 -25.7560651507416 0.0132793876624253 "MSL" "AFR"
"HG03473" 168.442481135602 -26.7749941550501 1.55168678827425 "MSL" "AFR"
"HG03476" 166.893048202001 -26.9259438979929 -0.729888735961821 "MSL" "AFR"
"HG03478" 169.364130727853 -26.9762984478355 -1.41946319356058 "MSL" "AFR"
"HG03479" 167.503473181683 -28.2504345033985 0.325772674649316 "MSL" "AFR"
"HG03484" 168.006547709632 -27.8027516068249 -1.19903225945247 "MSL" "AFR"
"HG03485" 167.740313108609 -25.572002574319 -0.0546121136877452 "MSL" "AFR"
"HG03488" -48.4306728518138 39.6701798092182 -54.7185778902776 "PJL" "SAS"
"HG03490" -47.762328940217 45.8715728049092 -46.5941686289951 "PJL" "SAS"
"HG03491" -48.7807605269843 29.5851342476705 -65.5768893370847 "PJL" "SAS"
"HG03499" 169.946765810746 -27.4784617635126 1.52338888137514 "ESN" "AFR"
"HG03511" 169.782452048696 -27.0875303122136 -1.44115360133119 "ESN" "AFR"
"HG03514" 168.586530264227 -27.8227655918272 0.447059706624746 "ESN" "AFR"
"HG03515" 167.996787206582 -26.953702763444 -2.87062304844918 "ESN" "AFR"
"HG03517" 171.321475082476 -26.7542159921437 -0.887163013098497 "ESN" "AFR"
"HG03518" 167.402839130717 -29.0007523506066 -0.466881017830249 "ESN" "AFR"
"HG03520" 169.067287128463 -28.5537286065929 -1.21060289568716 "ESN" "AFR"
"HG03521" 167.345713568031 -28.8896308139393 -0.323093765063934 "ESN" "AFR"
"HG03538" 163.136534958969 -24.6742565457811 0.272245898816331 "GWD" "AFR"
"HG03539" 155.820727584851 -21.4555544934835 2.04443659974092 "GWD" "AFR"
"HG03547" 167.922872723454 -27.9434236126595 -0.491933636370508 "MSL" "AFR"
"HG03548" 168.059833330142 -27.2345589615484 -0.676441234875646 "MSL" "AFR"
"HG03556" 167.23973767821 -27.5092615887164 -1.21465262222786 "MSL" "AFR"
"HG03557" 166.088719464446 -28.2545631088452 0.900773222191305 "MSL" "AFR"
"HG03558" 167.914784583126 -27.1036470060558 -1.34764465517803 "MSL" "AFR"
"HG03559" 168.097507781499 -25.9162095869462 -1.75613576033271 "MSL" "AFR"
"HG03563" 168.798853024543 -27.7624858845654 -0.765369247540077 "MSL" "AFR"
"HG03565" 166.196557514499 -28.0336986064581 -0.872562303566029 "MSL" "AFR"
"HG03567" 167.30876304131 -27.7982277410054 0.0509171152727006 "MSL" "AFR"
"HG03571" 166.395133587102 -24.2567651404974 -0.675011938474119 "MSL" "AFR"
"HG03572" 168.77043128217 -26.5199369281804 -0.342139911750325 "MSL" "AFR"
"HG03575" 166.861824870128 -28.4010258718778 0.436680006237649 "MSL" "AFR"
"HG03577" 168.198119437503 -26.8994750261211 -0.00728092639150346 "MSL" "AFR"
"HG03578" 168.045892562252 -26.6853843797153 -1.87772312243108 "MSL" "AFR"
"HG03583" 166.906495989239 -27.3825600245525 0.635314222436443 "MSL" "AFR"
"HG03585" -55.612674772289 11.7280889908893 -62.1431112799972 "BEB" "SAS"
"HG03589" -53.5300484968245 12.5482709964592 -65.6045458447647 "BEB" "SAS"
"HG03593" -54.4898188439316 12.3614742931776 -61.7988264541366 "BEB" "SAS"
"HG03594" -54.1009110305006 11.9388378579498 -60.4331533786991 "BEB" "SAS"
"HG03595" -56.9895124753528 10.9234969759425 -59.1730796875848 "BEB" "SAS"
"HG03598" -55.5323857457333 10.9626530596427 -60.8940673067934 "BEB" "SAS"
"HG03600" -53.5017775202429 16.9098230243076 -77.4155998602714 "BEB" "SAS"
"HG03603" -56.4354250862338 9.33648833305463 -66.119425633939 "BEB" "SAS"
"HG03604" -54.9881529551125 12.1637626840685 -62.5031253131919 "BEB" "SAS"
"HG03607" -54.79758038312 8.86325213464958 -60.3116027861195 "BEB" "SAS"
"HG03611" -54.622123414862 10.0587508045422 -60.3617856881961 "BEB" "SAS"
"HG03615" -55.7915527877626 9.75268021226445 -60.6348804520826 "BEB" "SAS"
"HG03616" -54.5031661327521 11.8870540716624 -61.5306378214587 "BEB" "SAS"
"HG03619" -44.8269400968446 52.8663009336372 -39.823715636281 "PJL" "SAS"
"HG03624" -45.1562966154812 52.3255748771979 -46.9842403550306 "PJL" "SAS"
"HG03625" -43.7488762978322 51.335385166253 -44.0073479132165 "PJL" "SAS"
"HG03629" -46.8684314080973 42.5236219086376 -50.2052106581107 "PJL" "SAS"
"HG03631" -48.4575097027862 40.6464204368219 -54.4533801243961 "PJL" "SAS"
"HG03634" -45.1959340139106 46.8716824817527 -46.3988909482772 "PJL" "SAS"
"HG03636" -50.2815010526962 39.2490154955603 -53.4912816419321 "PJL" "SAS"
"HG03640" -51.6453535386722 23.0067411009285 -70.3171162930863 "PJL" "SAS"
"HG03642" -51.3980415221323 17.1776349742023 -74.7777679072695 "STU" "SAS"
"HG03643" -50.6787877664943 22.6701671727081 -73.9542401483088 "STU" "SAS"
"HG03644" -49.9806842466602 23.855874016237 -73.7531030296633 "STU" "SAS"
"HG03645" -51.0723676826218 19.7024128607727 -73.698811049774 "STU" "SAS"
"HG03646" -51.6464343012896 22.1057145889586 -73.2557960339254 "STU" "SAS"
"HG03649" -49.0722422143963 35.3635704861029 -54.5583357497652 "PJL" "SAS"
"HG03652" -49.4415351349209 31.6817747216658 -61.4034444098192 "PJL" "SAS"
"HG03653" -48.5872893899914 34.2679404877839 -62.2644592272554 "PJL" "SAS"
"HG03660" -53.1268157496731 27.2501742024175 -67.5812758788467 "PJL" "SAS"
"HG03663" -52.6048295608379 21.4060435724126 -70.7988305155202 "PJL" "SAS"
"HG03667" -51.7571856722865 20.6912462957439 -72.9804876572008 "PJL" "SAS"
"HG03668" -49.4776345986144 34.4151842223026 -59.4074771038967 "PJL" "SAS"
"HG03672" -50.177336280347 26.1683761267632 -74.8196837405985 "STU" "SAS"
"HG03673" -50.7289474236737 23.8769711824683 -72.5496426855117 "STU" "SAS"
"HG03679" -49.0034013535982 24.3372949344399 -72.9945000632108 "STU" "SAS"
"HG03680" -51.3989327716726 23.9847333291715 -75.4385907920655 "STU" "SAS"
"HG03681" -50.3107328318455 24.282039693078 -73.2050245812035 "STU" "SAS"
"HG03684" -51.8238928029645 12.0783206517517 -78.6780561787841 "STU" "SAS"
"HG03685" -51.0083970159824 20.8914548559549 -74.7602868472234 "STU" "SAS"
"HG03686" -51.8363305310284 18.2564907327475 -77.5986877876964 "STU" "SAS"
"HG03687" -50.5925045495476 21.8425074255031 -73.3904784794866 "STU" "SAS"
"HG03689" -50.2963317047984 23.3995307312925 -77.9201291378235 "STU" "SAS"
"HG03690" -50.9440201876502 23.2520825735429 -75.9282880885898 "STU" "SAS"
"HG03691" -51.6219002391941 17.2920357717184 -74.3363331535771 "STU" "SAS"
"HG03692" -50.1699239972214 19.278344730073 -75.0328237155158 "STU" "SAS"
"HG03693" -52.154666435786 18.1845062396122 -74.2187923675755 "STU" "SAS"
"HG03694" -50.4963193345649 24.6146490145691 -53.4786995062229 "STU" "SAS"
"HG03695" -51.419352329232 20.1283977750229 -73.90194875306 "STU" "SAS"
"HG03696" -50.8455609794348 23.7844034573862 -76.1762063085311 "STU" "SAS"
"HG03697" -50.9929722669736 22.0580624446995 -72.8060649451733 "STU" "SAS"
"HG03698" -50.7657280862033 23.8100278366424 -71.9197271119979 "STU" "SAS"
"HG03702" -50.4924546877777 30.216484182627 -65.7345765058768 "PJL" "SAS"
"HG03703" -51.2327393648386 30.2560761482705 -62.9817535836253 "PJL" "SAS"
"HG03705" -52.2824763136177 25.9978664763225 -69.8395007179183 "PJL" "SAS"
"HG03706" -50.5336425635064 28.157266823829 -68.4759454364079 "PJL" "SAS"
"HG03708" -50.390847521891 36.5384404144069 -56.6346348226332 "PJL" "SAS"
"HG03709" -50.9624574646449 27.8108216814774 -64.9722716094434 "PJL" "SAS"
"HG03711" -49.6012246094586 25.4977401782793 -73.4539181313037 "STU" "SAS"
"HG03713" -48.9730407264006 34.4895862141528 -60.4637926017058 "ITU" "SAS"
"HG03714" -49.290985417922 35.6910579372971 -60.2091350679799 "ITU" "SAS"
"HG03716" -48.8404058526354 37.0169571295381 -60.3933396907437 "ITU" "SAS"
"HG03717" -50.8284001571036 23.9603263887828 -82.4548613059451 "ITU" "SAS"
"HG03718" -51.5416920918183 20.0968416058331 -81.02422375111 "ITU" "SAS"
"HG03720" -52.5011522665696 19.2186400019957 -74.4836657399074 "ITU" "SAS"
"HG03722" -49.2043409461789 17.6194962267369 -78.9291497977594 "ITU" "SAS"
"HG03727" -49.0976254051395 26.2320553689198 -70.1735450293233 "ITU" "SAS"
"HG03729" -49.5577525698643 27.3944693387572 -74.9723790404271 "ITU" "SAS"
"HG03730" -52.9948903720947 11.3446543881182 -80.5384972835779 "ITU" "SAS"
"HG03731" -49.9791303856246 28.5506345842053 -73.254387096216 "ITU" "SAS"
"HG03733" -48.7614141860851 23.3537472030031 -78.9119234161686 "STU" "SAS"
"HG03736" -50.0936433852201 21.4465804412952 -70.1698547284088 "STU" "SAS"
"HG03738" -49.9054606790535 26.053882605506 -75.428642745155 "STU" "SAS"
"HG03740" -50.9319312764297 20.5071956210782 -78.1662084380676 "STU" "SAS"
"HG03741" -52.4644891548909 19.7245297010453 -74.4769405029745 "STU" "SAS"
"HG03742" -52.4034563173918 18.6381022526506 -76.0460033407921 "ITU" "SAS"
"HG03743" -54.314362267374 8.72313572853501 -82.3779773958384 "STU" "SAS"
"HG03744" -52.0765157615922 20.2806837062509 -73.4012896715196 "STU" "SAS"
"HG03745" -49.6662539069394 23.5558497041714 -72.6179567776007 "STU" "SAS"
"HG03746" -48.6583782887581 35.358779685007 -57.8876045914517 "STU" "SAS"
"HG03750" -48.7503498265653 23.3789089727282 -73.8136247990916 "STU" "SAS"
"HG03752" -49.1497823528032 24.1650772824841 -72.1169995555063 "STU" "SAS"
"HG03753" -48.509874475814 20.4818806654755 -72.3854360571843 "STU" "SAS"
"HG03754" -50.159595774385 24.7003250114072 -73.3305674831579 "STU" "SAS"
"HG03755" -49.3832177965168 22.7551917289313 -74.0298377860525 "STU" "SAS"
"HG03756" -49.8503017402269 24.6022696423229 -71.6501861176818 "STU" "SAS"
"HG03757" -53.5723344173301 12.7550278859009 -82.8802311594084 "STU" "SAS"
"HG03760" -50.6205300975699 21.5561783953775 -74.5322180841722 "STU" "SAS"
"HG03762" -48.4540275564707 24.8614240104626 -68.9161698257587 "PJL" "SAS"
"HG03765" -49.0362412873395 41.0296522683892 -52.7899303727483 "PJL" "SAS"
"HG03767" -44.1536221020568 55.6103164485945 -40.5991304328176 "PJL" "SAS"
"HG03770" -51.3631271062184 14.3859215984093 -72.2592215902824 "ITU" "SAS"
"HG03771" -52.3849249467689 15.9474963858097 -72.8589918403226 "ITU" "SAS"
"HG03772" -51.5317949051118 21.0752054238072 -85.3108674825301 "ITU" "SAS"
"HG03773" -52.8558668649057 21.6607717418201 -84.670882460139 "ITU" "SAS"
"HG03774" -50.2007186593665 27.5383407653444 -73.9087537169817 "ITU" "SAS"
"HG03775" -49.7652034380401 26.5284271610646 -72.994129633658 "ITU" "SAS"
"HG03777" -50.2942548321238 26.8173028770709 -72.726820420533 "ITU" "SAS"
"HG03778" -52.7222847189054 21.2564804796634 -73.932089945585 "ITU" "SAS"
"HG03779" -50.4645658912015 24.0979278241262 -71.1770250954393 "ITU" "SAS"
"HG03780" -49.937891346303 29.0530073568749 -74.3157597209926 "ITU" "SAS"
"HG03781" -51.246907635437 22.5346360938574 -69.61999744211 "ITU" "SAS"
"HG03782" -47.6806586762156 29.1268312829349 -71.2515554188461 "ITU" "SAS"
"HG03784" -53.2260680243044 21.4620182649842 -81.8554698220385 "ITU" "SAS"
"HG03785" -52.597455354867 20.4249745773433 -84.8292548170988 "ITU" "SAS"
"HG03786" -51.1575454293225 22.3895373352696 -82.9149223499908 "ITU" "SAS"
"HG03787" -51.088376845689 19.8636512786133 -78.0977197125327 "ITU" "SAS"
"HG03788" -49.7344048141016 28.6213238839675 -69.5872631772181 "ITU" "SAS"
"HG03789" -49.0950687722978 34.0384862064395 -62.3998539404333 "ITU" "SAS"
"HG03790" -48.8095539721892 30.6185016771637 -71.979327540534 "ITU" "SAS"
"HG03792" -51.2199092478079 27.1991612335975 -72.285638963334 "ITU" "SAS"
"HG03793" -54.4214669083704 12.7635677367087 -65.6786199176826 "BEB" "SAS"
"HG03796" -57.1721145925204 0.217802115027202 -58.5166986248257 "BEB" "SAS"
"HG03800" -57.303410139741 -0.704744507554408 -65.7388381251669 "BEB" "SAS"
"HG03802" -55.7240614652236 13.0323229185443 -66.0802142052843 "BEB" "SAS"
"HG03803" -55.448835669282 13.1941004081744 -61.4646507088765 "BEB" "SAS"
"HG03805" -54.6054341729598 11.9076724988686 -61.2351325739235 "BEB" "SAS"
"HG03808" -55.1669607783972 8.87173404461626 -58.2131827480749 "BEB" "SAS"
"HG03809" -54.4410358894887 12.1976030193648 -59.5957779941315 "BEB" "SAS"
"HG03812" -55.6230728766022 8.88525841859585 -60.2042415365815 "BEB" "SAS"
"HG03814" -57.4043910204484 6.29114410021541 -59.7489149865409 "BEB" "SAS"
"HG03815" -55.9103130444557 8.23232377739947 -58.7960594631414 "BEB" "SAS"
"HG03817" -54.5240718786797 12.0032277619197 -61.6678348309708 "BEB" "SAS"
"HG03821" -52.7579906490745 13.0346429129113 -64.5763617666934 "BEB" "SAS"
"HG03823" -56.2381895892096 11.6461036326783 -63.4115475376885 "BEB" "SAS"
"HG03824" -55.4714059929079 7.11942434872264 -57.1037324471755 "BEB" "SAS"
"HG03826" -56.1495336026456 11.8339197367727 -60.2427072014879 "BEB" "SAS"
"HG03829" -56.5408838415029 6.37733556816608 -59.8175982059069 "BEB" "SAS"
"HG03830" -57.4743638645216 7.69227655038452 -59.8838678163741 "BEB" "SAS"
"HG03832" -52.8397297705717 9.12613079823141 -61.8818128329659 "BEB" "SAS"
"HG03833" -54.3644475220759 10.8694439745948 -59.4837876675762 "BEB" "SAS"
"HG03836" -50.1756327609581 25.2273621632095 -72.3165240285445 "STU" "SAS"
"HG03837" -49.2771983157498 23.9133739589099 -75.4797715154893 "STU" "SAS"
"HG03838" -53.0191358598681 19.4665357762752 -74.1883085914698 "STU" "SAS"
"HG03844" -52.2326041615134 21.4474498964107 -74.9071939037108 "STU" "SAS"
"HG03846" -50.5639768096523 19.0164740251459 -75.953215614852 "STU" "SAS"
"HG03848" -50.1428423961279 22.7385138177406 -73.893196368261 "STU" "SAS"
"HG03849" -50.3631997933994 20.8062954900658 -75.5423955970651 "STU" "SAS"
"HG03850" -50.526839807988 23.3477945514871 -74.6018261106426 "STU" "SAS"
"HG03851" -48.8389459663148 22.6535967374696 -74.6128568728712 "STU" "SAS"
"HG03854" -51.3812036243004 22.5165935559177 -72.4062551514402 "STU" "SAS"
"HG03856" -54.2375463224826 8.33721985130387 -82.870217112197 "STU" "SAS"
"HG03857" -51.5618490099259 20.8642156359998 -72.8889573000091 "STU" "SAS"
"HG03858" -51.08882615268 16.3554542030044 -75.3630219470195 "STU" "SAS"
"HG03861" -52.4123784744373 21.2962164980122 -81.3952964265266 "ITU" "SAS"
"HG03862" -49.6574398296589 28.5298788062011 -70.7016854317667 "ITU" "SAS"
"HG03863" -49.5719088172886 26.1055163390451 -74.0695746641812 "ITU" "SAS"
"HG03864" -49.1685112932766 27.1022738533922 -73.0354440322957 "ITU" "SAS"
"HG03866" -49.9984168822217 24.3377418825565 -74.4575599711606 "ITU" "SAS"
"HG03867" -53.014513278524 12.7558519207034 -77.343735839192 "ITU" "SAS"
"HG03868" -50.1979974367396 28.6110656546468 -72.1345228193844 "ITU" "SAS"
"HG03869" -48.9775568292863 25.6310631810489 -72.2113144488804 "ITU" "SAS"
"HG03870" -49.5435072283114 27.443950078283 -71.6133410131399 "ITU" "SAS"
"HG03871" -51.0288372039373 27.7448935222655 -73.5193725736538 "ITU" "SAS"
"HG03872" -50.8900587097659 25.752079195738 -73.2726993994902 "ITU" "SAS"
"HG03873" -51.342997552084 23.0496473607934 -78.2311217292954 "ITU" "SAS"
"HG03874" -49.8664011779112 22.3906913922686 -70.0112758490621 "ITU" "SAS"
"HG03875" -48.8210700823739 34.4037358500995 -61.4184872820842 "ITU" "SAS"
"HG03882" -49.8498585966329 28.2807400886566 -70.6916877411464 "ITU" "SAS"
"HG03884" -49.557707616071 23.0161439516382 -74.4003772422077 "STU" "SAS"
"HG03885" -49.5577006515424 23.807861392771 -74.4985112556278 "STU" "SAS"
"HG03886" -50.4400529521905 25.5127764190331 -78.0119261552624 "STU" "SAS"
"HG03887" -50.3020216611235 21.9805962466007 -75.5422417990706 "STU" "SAS"
"HG03888" -50.1131296448635 36.087852190795 -59.7862283914412 "STU" "SAS"
"HG03890" -50.7149566740872 20.8912632750451 -72.0397892707378 "STU" "SAS"
"HG03894" -48.4678600249229 22.0331338172675 -75.8605563462596 "STU" "SAS"
"HG03895" -49.2449460038663 24.7994898481646 -71.9698739013202 "STU" "SAS"
"HG03896" -50.7606832580225 19.9557601144131 -77.5451947503371 "STU" "SAS"
"HG03897" -49.810495214488 26.2433583902145 -72.3071718543557 "STU" "SAS"
"HG03898" -50.0204707199898 22.2827530361737 -76.5000891980119 "STU" "SAS"
"HG03899" -50.3302728825611 23.2674551185799 -76.3464785016953 "STU" "SAS"
"HG03900" -50.7527518790546 23.2209029928926 -73.6787734223154 "STU" "SAS"
"HG03902" -54.1726431340693 14.5815615428396 -61.1254437170927 "BEB" "SAS"
"HG03905" -57.1973121424588 9.56225895682881 -62.1753277854327 "BEB" "SAS"
"HG03907" -54.0885714874675 11.2093352103629 -63.3757174741156 "BEB" "SAS"
"HG03908" -54.5143066700846 12.256255398647 -65.1351215404212 "BEB" "SAS"
"HG03910" -55.603222204394 8.0477782060538 -60.4330493950162 "BEB" "SAS"
"HG03911" -55.3427941963216 15.2087351340652 -63.1203362468433 "BEB" "SAS"
"HG03913" -56.5852368416422 10.9209118971763 -63.8448592884821 "BEB" "SAS"
"HG03914" -54.6539474924939 11.7235051223971 -62.0732954761703 "BEB" "SAS"
"HG03916" -56.0635155632541 8.31688702041875 -61.0518350991634 "BEB" "SAS"
"HG03917" -54.8780253297064 9.77268113419799 -62.0572739354626 "BEB" "SAS"
"HG03919" -51.1911453961443 26.1478510999785 -62.8365849048445 "BEB" "SAS"
"HG03920" -54.9066893567272 13.7223964630815 -66.1453955132496 "BEB" "SAS"
"HG03922" -57.258488492294 7.03826587168027 -60.5829919815283 "BEB" "SAS"
"HG03925" -54.986780572898 10.8598789158142 -60.8037783567646 "BEB" "SAS"
"HG03926" -57.0978783769049 6.64595928439815 -56.823491971779 "BEB" "SAS"
"HG03928" -54.9703955504552 10.9689471764782 -64.3045657113708 "BEB" "SAS"
"HG03931" -56.9995212810559 7.06093067375131 -59.7274098569368 "BEB" "SAS"
"HG03934" -55.7893053122848 11.825819591227 -62.1199594126951 "BEB" "SAS"
"HG03937" -55.8608824214797 10.1840868514723 -63.7154648832625 "BEB" "SAS"
"HG03940" -51.9433153436337 15.6031836876989 -78.6708993283955 "BEB" "SAS"
"HG03941" -50.6374029137353 15.4699439240149 -77.9115866976082 "BEB" "SAS"
"HG03943" -50.4968701170855 22.3168001501931 -75.989938997207 "STU" "SAS"
"HG03944" -47.7082224276906 25.6255639207628 -69.4298639203528 "STU" "SAS"
"HG03945" -50.972618658509 25.3368084762622 -69.9935470481971 "STU" "SAS"
"HG03947" -49.252971130447 18.3738580087561 -74.8273818624782 "STU" "SAS"
"HG03949" -50.1910600014094 21.5941873126156 -74.5147096295401 "STU" "SAS"
"HG03950" -51.3802662851244 19.6364776970174 -74.6003991292185 "STU" "SAS"
"HG03951" -50.0439295738953 23.1196803097905 -71.7827220137489 "STU" "SAS"
"HG03953" -48.354684242651 24.4418255475085 -72.2188653467975 "STU" "SAS"
"HG03955" -47.7041961822378 25.1308502608464 -74.3647447252469 "STU" "SAS"
"HG03960" -52.2133438193387 24.1932110633275 -72.2779095616016 "ITU" "SAS"
"HG03963" -52.7920833207359 20.5122016648616 -73.2672963035613 "ITU" "SAS"
"HG03965" -53.0434941632194 16.4234015279896 -72.7280949361566 "ITU" "SAS"
"HG03967" -49.3468397593508 28.6676703690019 -71.8578328396179 "ITU" "SAS"
"HG03968" -50.1128043658228 26.7347414842062 -73.5553925066511 "ITU" "SAS"
"HG03969" -50.5744926350799 27.3646120542343 -73.8633588382193 "ITU" "SAS"
"HG03971" -50.6843159708439 27.7372953876068 -71.9179395827064 "ITU" "SAS"
"HG03973" -49.1924577582488 27.4518119060358 -73.5915402296727 "ITU" "SAS"
"HG03974" -49.6174340025579 25.4995927753063 -73.0495769059708 "ITU" "SAS"
"HG03976" -51.6752461159869 24.0368936053561 -70.5595877537667 "ITU" "SAS"
"HG03977" -53.3466527667563 9.17904965508895 -83.6156872818539 "ITU" "SAS"
"HG03978" -51.6854419376008 16.6829519594747 -77.5596709324303 "ITU" "SAS"
"HG03985" -52.3834688002776 14.7720708080629 -78.5327386187849 "STU" "SAS"
"HG03986" -49.2910490652698 24.126261284947 -74.1454764301431 "STU" "SAS"
"HG03989" -50.5810283621826 21.7165833920438 -74.0856110546575 "STU" "SAS"
"HG03990" -51.2249632002173 19.0463678151509 -74.3961558768036 "STU" "SAS"
"HG03991" -51.7466320925729 23.5101654000937 -74.7156028304899 "STU" "SAS"
"HG03995" -52.1871244021635 21.5473140096342 -73.2633531519527 "STU" "SAS"
"HG03998" -50.9780236702493 23.9029833026397 -75.5094650651202 "STU" "SAS"
"HG03999" -51.7618154475205 21.9116136345203 -75.6886619668282 "STU" "SAS"
"HG04001" -52.5864039353309 19.9072460586834 -72.9572748207339 "ITU" "SAS"
"HG04002" -49.7803026695815 24.020064446774 -73.5079588824246 "ITU" "SAS"
"HG04003" -49.3509604217116 35.3925806540033 -60.6475503096009 "STU" "SAS"
"HG04006" -51.5840953195311 16.7290166126969 -77.0044194378819 "STU" "SAS"
"HG04014" -52.9066284324078 16.522151346892 -73.2159966935941 "ITU" "SAS"
"HG04015" -50.112145406487 22.1321318277062 -74.1015083474552 "ITU" "SAS"
"HG04017" -50.280018617559 22.0200352464878 -81.858733281256 "ITU" "SAS"
"HG04018" -48.3509643141894 29.7535378805109 -71.1889416179182 "ITU" "SAS"
"HG04019" -49.9580272381709 28.479876101994 -71.5620063265207 "ITU" "SAS"
"HG04020" -49.8457793023683 27.2884610451304 -65.8966271677009 "ITU" "SAS"
"HG04022" -51.1768304979787 23.0628668333795 -74.6154363426406 "ITU" "SAS"
"HG04023" -54.063627682023 20.8820498612874 -84.5586220596426 "ITU" "SAS"
"HG04025" -50.8840248709126 21.3647456968862 -84.1502874637132 "ITU" "SAS"
"HG04026" -52.5272540248176 21.0741792512502 -85.8191573306849 "ITU" "SAS"
"HG04029" -50.7249744572851 21.3803929826335 -73.1643416206041 "STU" "SAS"
